Time(s),Vout(V),Iload(A)
0.0086700,-33.7903,0.88656
0.0086800,-34.3108,0.90487
0.0086900,-35.3622,0.78869
0.0087000,-35.1360,0.77713
0.0087100,-37.2520,0.81002
0.0087200,-37.3091,0.72135
0.0087300,-38.2275,0.72163
0.0087400,-38.3496,0.66614
0.0087500,-39.4316,0.58161
0.0087600,-40.7538,0.49548
0.0087700,-41.0621,0.46784
0.0087800,-41.7385,0.28769
0.0087900,-42.7172,0.31141
0.0088000,-43.8574,0.28851
0.0088100,-44.5860,0.17960
0.0088200,-44.9078,0.13920
0.0088300,-46.2054,0.05556
0.0088400,-46.6624,-0.00530
0.0088500,-46.9492,-0.02940
0.0088600,-48.6589,-0.03071
0.0088700,-48.4480,-0.14077
0.0088800,-49.7698,-0.14511
0.0088900,-51.0759,-0.15313
0.0089000,-50.8571,-0.16903
0.0089100,-51.4316,-0.22268
0.0089200,-52.8199,-0.19866
0.0089300,-53.3867,-0.26903
0.0089400,-54.1537,-0.32239
0.0089500,-54.8754,-0.28726
0.0089600,-55.7148,-0.34992
0.0089700,-56.2104,-0.48138
0.0089800,-57.1254,-0.53978
0.0089900,-58.1708,-0.52744
0.0090000,-59.3324,-0.49357
0.0090100,-59.2823,-0.56630
0.0090200,-60.0354,-0.60470
0.0090300,-61.0942,-0.70761
0.0090400,-62.1402,-0.73570
0.0090500,-63.2666,-0.68929
0.0090600,-62.6445,-0.84240
0.0090700,-63.7871,-0.90199
0.0090800,-64.5053,-0.89450
0.0090900,-64.9437,-0.82284
0.0091000,-65.6152,-0.99017
0.0091100,-67.4241,-0.97860
0.0091200,-68.2235,-1.00290
0.0091300,-68.1444,-1.07437
0.0091400,-68.9782,-1.05161
0.0091500,-69.7872,-1.02648
0.0091600,-70.1075,-1.12228
0.0091700,-71.3560,-1.05561
0.0091800,-72.0819,-1.20463
0.0091900,-72.3361,-1.09874
0.0092000,-74.0945,-1.25626
0.0092100,-73.5844,-1.22260
0.0092200,-74.3621,-1.15551
0.0092300,-75.4231,-1.25794
0.0092400,-76.3117,-1.38101
0.0092500,-77.2531,-1.38766
0.0092600,-78.1361,-1.33663
0.0092700,-78.7532,-1.41744
0.0092800,-79.2106,-1.32196
0.0092900,-78.9441,-1.33719
0.0093000,-80.1787,-1.45447
0.0093100,-80.3148,-1.44050
0.0093200,-81.2072,-1.37964
0.0093300,-83.0307,-1.36733
0.0093400,-83.1100,-1.42221
0.0093500,-83.9593,-1.59292
0.0093600,-83.8931,-1.54879
0.0093700,-85.7427,-1.48364
0.0093800,-85.6075,-1.46068
0.0093900,-86.4920,-1.61586
0.0094000,-87.6765,-1.54452
0.0094100,-87.5742,-1.66445
0.0094200,-88.4328,-1.65100
0.0094300,-89.5694,-1.53107
0.0094400,-90.1651,-1.61614
0.0094500,-90.1409,-1.60793
0.0094600,-91.0130,-1.69111
0.0094700,-91.5371,-1.64519
0.0094800,-92.7740,-1.70611
0.0094900,-93.5000,-1.61826
0.0095000,-93.1184,-1.68672
0.0095100,-93.7818,-1.61536
0.0095200,-94.0034,-1.69858
0.0095300,-94.7445,-1.72342
0.0095400,-96.5900,-1.65691
0.0095500,-96.8773,-1.78640
0.0095600,-96.9365,-1.68707
0.0095700,-97.8111,-1.67414
0.0095800,-97.6323,-1.72094
0.0095900,-98.9872,-1.66067
0.0096000,-99.4789,-1.64971
0.0096100,-100.3983,-1.77865
0.0096200,-99.9883,-1.72825
0.0096300,-100.9945,-1.76772
0.0096400,-101.9709,-1.66362
0.0096500,-102.5008,-1.80615
0.0096600,-102.9951,-1.72948
0.0096700,-102.9807,-1.81323
0.0096800,-104.3992,-1.73597
0.0096900,-104.1143,-1.65808
0.0097000,-105.8035,-1.79082
0.0097100,-104.9725,-1.80120
0.0097200,-106.1385,-1.73110
0.0097300,-107.1231,-1.76983
0.0097400,-107.9791,-1.69497
0.0097500,-107.6916,-1.68660
0.0097600,-108.6790,-1.70828
0.0097700,-108.9429,-1.64514
0.0097800,-108.8339,-1.64645
0.0097900,-109.5947,-1.66138
0.0098000,-109.8839,-1.66374
0.0098100,-111.3579,-1.64842
0.0098200,-111.0869,-1.60037
0.0098300,-112.5043,-1.66806
0.0098400,-112.3432,-1.74891
0.0098500,-113.4668,-1.72672
0.0098600,-112.8295,-1.68621
0.0098700,-114.1886,-1.58896
0.0098800,-114.1526,-1.74793
0.0098900,-114.3341,-1.57009
0.0099000,-115.7949,-1.66695
0.0099100,-115.7433,-1.55609
0.0099200,-115.7152,-1.59869
0.0099300,-116.0698,-1.54452
0.0099400,-116.8269,-1.61612
0.0099500,-117.5078,-1.71847
0.0099600,-117.2800,-1.53324
0.0099700,-117.8178,-1.60963
0.0099800,-119.0042,-1.57554
0.0099900,-118.7383,-1.65052
0.0100000,-118.8823,-1.59100
0.0100100,-119.6301,-1.67586
0.0100200,-119.3120,-1.51659
0.0100300,-119.8634,-1.47010
0.0100400,-120.7841,-1.60767
0.0100500,-120.5502,-1.61240
0.0100600,-121.4796,-1.49621
0.0100700,-121.6827,-1.55923
0.0100800,-122.5715,-1.58157
0.0100900,-122.3548,-1.44007
0.0101000,-123.1715,-1.60698
0.0101100,-123.2190,-1.59679
0.0101200,-123.4031,-1.53640
0.0101300,-124.4071,-1.44101
0.0101400,-124.3780,-1.57546
0.0101500,-123.6491,-1.58169
0.0101600,-124.9649,-1.51705
0.0101700,-124.3657,-1.42165
0.0101800,-124.6610,-1.44028
0.0101900,-125.9676,-1.43772
0.0102000,-125.8759,-1.39248
0.0102100,-126.4817,-1.38609
0.0102200,-125.6094,-1.51698
0.0102300,-126.0544,-1.52435
0.0102400,-127.2756,-1.49411
0.0102500,-127.5402,-1.37958
0.0102600,-126.6215,-1.50276
0.0102700,-126.7470,-1.38340
0.0102800,-128.0112,-1.41993
0.0102900,-127.1539,-1.47225
0.0103000,-128.1136,-1.33609
0.0103100,-128.0726,-1.33118
0.0103200,-128.0065,-1.41522
0.0103300,-127.9123,-1.34215
0.0103400,-128.1337,-1.38759
0.0103500,-128.9303,-1.42862
0.0103600,-129.3845,-1.40979
0.0103700,-128.4899,-1.35133
0.0103800,-129.4799,-1.34508
0.0103900,-129.0670,-1.42406
0.0104000,-129.4359,-1.47667
0.0104100,-129.2887,-1.31082
0.0104200,-130.4847,-1.48351
0.0104300,-129.8806,-1.36834
0.0104400,-130.0201,-1.36913
0.0104500,-130.1742,-1.39755
0.0104600,-130.3125,-1.44956
0.0104700,-130.3130,-1.41645
0.0104800,-131.0980,-1.34227
0.0104900,-130.8836,-1.50117
0.0105000,-130.2374,-1.38930
0.0105100,-131.4149,-1.37126
0.0105200,-131.1355,-1.37425
0.0105300,-131.3803,-1.34177
0.0105400,-131.1466,-1.42622
0.0105500,-131.1303,-1.47231
0.0105600,-130.7464,-1.49697
0.0105700,-131.4620,-1.41624
0.0105800,-130.7116,-1.43208
0.0105900,-130.7599,-1.44112
0.0106000,-131.5622,-1.57070
0.0106100,-131.8620,-1.39470
0.0106200,-131.7602,-1.48874
0.0106300,-131.7022,-1.54376
0.0106400,-131.6326,-1.55141
0.0106500,-131.9755,-1.45092
0.0106600,-131.0482,-1.43581
0.0106700,-131.6512,-1.51362
0.0106800,-132.0625,-1.48319
0.0106900,-130.9530,-1.47365
0.0107000,-131.1980,-1.63143
0.0107100,-131.3022,-1.49714
0.0107200,-131.5009,-1.58426
0.0107300,-131.4853,-1.67759
0.0107400,-131.8242,-1.59930
0.0107500,-131.2248,-1.57049
0.0107600,-131.8989,-1.62959
0.0107700,-131.5711,-1.59004
0.0107800,-131.7935,-1.78926
0.0107900,-131.4405,-1.74847
0.0108000,-130.9299,-1.72214
0.0108100,-130.6172,-1.78049
0.0108200,-131.4084,-1.79845
0.0108300,-130.4491,-1.74247
0.0108400,-131.6619,-1.74100
0.0108500,-131.4985,-1.88050
0.0108600,-130.8111,-1.90914
0.0108700,-130.4819,-1.92160
0.0108800,-130.3363,-2.00373
0.0108900,-131.2112,-1.86110
0.0109000,-131.4268,-2.04935
0.0109100,-130.7742,-1.94250
0.0109200,-130.5091,-2.09902
0.0109300,-130.5435,-2.06104
0.0109400,-130.5725,-2.14643
0.0109500,-130.6343,-1.99599
0.0109600,-129.9132,-2.11214
0.0109700,-129.9712,-2.17921
0.0109800,-130.5050,-2.11500
0.0109900,-130.2660,-2.21475
0.0110000,-130.0478,-2.14032
0.0110100,-130.0540,-2.31769
0.0110200,-129.8563,-2.23071
0.0110300,-129.5301,-2.22819
0.0110400,-130.2825,-2.32093
0.0110500,-129.6032,-2.31889
0.0110600,-130.1030,-2.34298
0.0110700,-129.3943,-2.53909
0.0110800,-130.0693,-2.57934
0.0110900,-129.7599,-2.60904
0.0111000,-129.4613,-2.49337
0.0111100,-128.9023,-2.60472
0.0111200,-129.9580,-2.55157
0.0111300,-130.1800,-2.65423
0.0111400,-130.1644,-2.66701
0.0111500,-129.7184,-2.81374
0.0111600,-129.2579,-2.87049
0.0111700,-129.4971,-2.83567
0.0111800,-129.4822,-2.79121
0.0111900,-129.1271,-2.94271
0.0112000,-129.7765,-2.85316
0.0112100,-129.8813,-3.00605
0.0112200,-128.9349,-3.03179
0.0112300,-128.6559,-3.15916
0.0112400,-129.1401,-3.19494
0.0112500,-128.9327,-3.17123
0.0112600,-129.6189,-3.25221
0.0112700,-129.2183,-3.20008
0.0112800,-129.5095,-3.30265
0.0112900,-129.9403,-3.28877
0.0113000,-129.4219,-3.46945
0.0113100,-128.8922,-3.33798
0.0113200,-129.6084,-3.42115
0.0113300,-129.1144,-3.44934
0.0113400,-128.5408,-3.67291
0.0113500,-128.9207,-3.58154
0.0113600,-129.0298,-3.76047
0.0113700,-129.0491,-3.79172
0.0113800,-129.2435,-3.75667
0.0113900,-129.3948,-3.83027
0.0114000,-129.6813,-3.81719
0.0114100,-129.6093,-3.98594
0.0114200,-129.9691,-4.07257
0.0114300,-129.8281,-3.93650
0.0114400,-129.5502,-4.14746
0.0114500,-130.1296,-4.04072
0.0114600,-130.4394,-4.15970
0.0114700,-130.2560,-4.18870
0.0114800,-130.5728,-4.22804
0.0114900,-130.4513,-4.36453
0.0115000,-130.4693,-4.46255
0.0115100,-130.4814,-4.44738
0.0115200,-130.5379,-4.55691
0.0115300,-130.4260,-4.63732
0.0115400,-131.0177,-4.66633
0.0115500,-130.2747,-4.59917
0.0115600,-131.0942,-4.65497
0.0115700,-131.0912,-4.78428
0.0115800,-131.5831,-4.75925
0.0115900,-131.2696,-4.84917
0.0116000,-132.1303,-4.93341
0.0116100,-131.8750,-5.02436
0.0116200,-131.6438,-5.15802
0.0116300,-132.2733,-5.23287
0.0116400,-131.3656,-5.15061
0.0116500,-132.4746,-5.33166
0.0116600,-132.9259,-5.21404
0.0116700,-132.1397,-5.42367
0.0116800,-133.1461,-5.49535
0.0116900,-132.8973,-5.57682
0.0117000,-133.1957,-5.53217
0.0117100,-133.8854,-5.67405
0.0117200,-132.9118,-5.68521
0.0117300,-133.2659,-5.76196
0.0117400,-133.7516,-5.81175
0.0117500,-133.8473,-5.77668
0.0117600,-134.1194,-5.90486
0.0117700,-134.3463,-5.97459
0.0117800,-134.5495,-6.07795
0.0117900,-134.4932,-6.04067
0.0118000,-134.9302,-6.11661
0.0118100,-135.2659,-6.25319
0.0118200,-135.4216,-6.34621
0.0118300,-136.3087,-6.25659
0.0118400,-137.0951,-6.39701
0.0118500,-136.7784,-6.55168
0.0118600,-136.4336,-6.48385
0.0118700,-137.1918,-6.66245
0.0118800,-138.1815,-6.67441
0.0118900,-137.8467,-6.74495
0.0119000,-138.1232,-6.79746
0.0119100,-138.3531,-6.73437
0.0119200,-138.1440,-6.83251
0.0119300,-139.2549,-6.89367
0.0119400,-140.1799,-7.05621
0.0119500,-139.7628,-6.97435
0.0119600,-139.4307,-7.21330
0.0119700,-140.8334,-7.26651
0.0119800,-140.8770,-7.15833
0.0119900,-140.4569,-7.39454
0.0120000,-141.4987,-7.37824
0.0120100,-142.0979,-7.51329
0.0120200,-142.4251,-7.51854
0.0120300,-143.1518,-7.60509
0.0120400,-143.6475,-7.61654
0.0120500,-142.8337,-7.73353
0.0120600,-143.0713,-7.73537
0.0120700,-143.5500,-7.70862
0.0120800,-144.0810,-7.82936
0.0120900,-144.4969,-7.92148
0.0121000,-144.5761,-7.88740
0.0121100,-145.6984,-8.08220
0.0121200,-146.2565,-8.18460
0.0121300,-146.5671,-8.18392
0.0121400,-146.1720,-8.27929
0.0121500,-146.4664,-8.28076
0.0121600,-148.0832,-8.30791
0.0121700,-148.4939,-8.30696
0.0121800,-147.8826,-8.50253
0.0121900,-148.3780,-8.52267
0.0122000,-149.0142,-8.46670
0.0122100,-150.0017,-8.67820
0.0122200,-149.1463,-8.72949
0.0122300,-149.7509,-8.71455
0.0122400,-150.4638,-8.70001
0.0122500,-150.3898,-8.75707
0.0122600,-150.7083,-8.92379
0.0122700,-151.5512,-8.95963
0.0122800,-151.4672,-9.08699
0.0122900,-152.7874,-9.10394
0.0123000,-152.3825,-9.11299
0.0123100,-153.7477,-9.15486
0.0123200,-154.1448,-9.12075
0.0123300,-154.5128,-9.27694
0.0123400,-154.1320,-9.25084
0.0123500,-154.4849,-9.46427
0.0123600,-155.5786,-9.50073
0.0123700,-156.0262,-9.46356
0.0123800,-155.6372,-9.62578
0.0123900,-156.7999,-9.61739
0.0124000,-156.7585,-9.61185
0.0124100,-156.6893,-9.66120
0.0124200,-158.0491,-9.75238
0.0124300,-158.2535,-9.84300
0.0124400,-158.0954,-9.90039
0.0124500,-159.1747,-9.96649
0.0124600,-158.5529,-9.85864
0.0124700,-159.1024,-10.01680
0.0124800,-160.4276,-10.08081
0.0124900,-160.1134,-10.01478
0.0125000,-160.1966,-10.16925
0.0125100,-160.2185,-10.08009
0.0125200,-161.0117,-10.30864
0.0125300,-162.3910,-10.21828
0.0125400,-161.7211,-10.37997
0.0125500,-162.0271,-10.35486
0.0125600,-162.5446,-10.37209
0.0125700,-163.7327,-10.35578
0.0125800,-163.2051,-10.40257
0.0125900,-163.4414,-10.49921
0.0126000,-163.8304,-10.60883
0.0126100,-165.0773,-10.66895
0.0126200,-164.3527,-10.58094
0.0126300,-164.6944,-10.74628
0.0126400,-165.0351,-10.72455
0.0126500,-165.2864,-10.79566
0.0126600,-166.5161,-10.86993
0.0126700,-165.4675,-10.81598
0.0126800,-165.7645,-10.88827
0.0126900,-166.2632,-11.02507
0.0127000,-167.0214,-10.89251
0.0127100,-166.6003,-10.99465
0.0127200,-167.5920,-11.07896
0.0127300,-167.8084,-11.18007
0.0127400,-168.1232,-11.07196
0.0127500,-168.3578,-11.19229
0.0127600,-168.8726,-11.24202
0.0127700,-168.1771,-11.26094
0.0127800,-168.3312,-11.27647
0.0127900,-169.9105,-11.24303
0.0128000,-169.9491,-11.37191
0.0128100,-170.4296,-11.43864
0.0128200,-169.6065,-11.44454
0.0128300,-170.6813,-11.43293
0.0128400,-170.7227,-11.36996
0.0128500,-170.0732,-11.50265
0.0128600,-170.4178,-11.52350
0.0128700,-170.6253,-11.52923
0.0128800,-171.1558,-11.49293
0.0128900,-171.4163,-11.53341
0.0129000,-171.4567,-11.69422
0.0129100,-171.2816,-11.65509
0.0129200,-171.1640,-11.66749
0.0129300,-171.7688,-11.76952
0.0129400,-171.4170,-11.74186
0.0129500,-171.5550,-11.81200
0.0129600,-171.6254,-11.79242
0.0129700,-172.6646,-11.84512
0.0129800,-171.7170,-11.94306
0.0129900,-172.0006,-11.82302
0.0130000,-173.0518,-11.88569
0.0130100,-172.4163,-11.92166
0.0130200,-172.6306,-11.87179
0.0130300,-172.9167,-11.92145
0.0130400,-172.9184,-12.03897
0.0130500,-173.2223,-12.04655
0.0130600,-172.6577,-12.09169
0.0130700,-173.2718,-12.07539
0.0130800,-173.2653,-12.13361
0.0130900,-172.6794,-12.01443
0.0131000,-173.1857,-12.04234
0.0131100,-172.9901,-12.13678
0.0131200,-172.7135,-12.25281
0.0131300,-172.1764,-12.16982
0.0131400,-172.8332,-12.24515
0.0131500,-172.9321,-12.26843
0.0131600,-172.0504,-12.29843
0.0131700,-172.7489,-12.16053
0.0131800,-172.9388,-12.35435
0.0131900,-172.0540,-12.35917
0.0132000,-172.0505,-12.19552
0.0132100,-171.7494,-12.27222
0.0132200,-172.7061,-12.39829
0.0132300,-172.6550,-12.35993
0.0132400,-171.8800,-12.33456
0.0132500,-171.4648,-12.40441
0.0132600,-172.3233,-12.29873
0.0132700,-171.8840,-12.46493
0.0132800,-171.2899,-12.36241
0.0132900,-171.6576,-12.36754
0.0133000,-171.3586,-12.38336
0.0133100,-171.0549,-12.49109
0.0133200,-170.9588,-12.51722
0.0133300,-170.2124,-12.55363
0.0133400,-170.2936,-12.45226
0.0133500,-170.8971,-12.46776
0.0133600,-170.2751,-12.55043
0.0133700,-169.5305,-12.47339
0.0133800,-169.5588,-12.52086
0.0133900,-169.1094,-12.62228
0.0134000,-169.7683,-12.44431
0.0134100,-169.5826,-12.60925
0.0134200,-168.6420,-12.54252
0.0134300,-169.7069,-12.54181
0.0134400,-168.1898,-12.57255
0.0134500,-168.4619,-12.67635
0.0134600,-168.0696,-12.61983
0.0134700,-167.6586,-12.67372
0.0134800,-167.7148,-12.68483
0.0134900,-167.8192,-12.69280
0.0135000,-166.8162,-12.62300
0.0135100,-167.6587,-12.64485
0.0135200,-166.4132,-12.64393
0.0135300,-167.0889,-12.61564
0.0135400,-166.3123,-12.70455
0.0135500,-165.4675,-12.68135
0.0135600,-165.4229,-12.55388
0.0135700,-164.6513,-12.58490
0.0135800,-164.4541,-12.66194
0.0135900,-165.4078,-12.56134
0.0136000,-164.9337,-12.67524
0.0136100,-164.3357,-12.60690
0.0136200,-163.2184,-12.57959
0.0136300,-164.2764,-12.65828
0.0136400,-162.5286,-12.71234
0.0136500,-162.6693,-12.68175
0.0136600,-161.9776,-12.58601
0.0136700,-161.7303,-12.77250
0.0136800,-162.3361,-12.69285
0.0136900,-160.8381,-12.72083
0.0137000,-161.8279,-12.70702
0.0137100,-160.8994,-12.60968
0.0137200,-160.0168,-12.62725
0.0137300,-160.0885,-12.73920
0.0137400,-159.9429,-12.65675
0.0137500,-159.6876,-12.78511
0.0137600,-159.4259,-12.72979
0.0137700,-159.4288,-12.60996
0.0137800,-157.7492,-12.63856
0.0137900,-158.6295,-12.72756
0.0138000,-157.3226,-12.66216
0.0138100,-157.9461,-12.67037
0.0138200,-157.1577,-12.66354
0.0138300,-157.0661,-12.77525
0.0138400,-156.7686,-12.70171
0.0138500,-155.9807,-12.73444
0.0138600,-155.9189,-12.61748
0.0138700,-154.5471,-12.74922
0.0138800,-155.0559,-12.68635
0.0138900,-154.8801,-12.73679
0.0139000,-154.1130,-12.75366
0.0139100,-152.8966,-12.74695
0.0139200,-153.2875,-12.61372
0.0139300,-153.0826,-12.76690
0.0139400,-151.7683,-12.71801
0.0139500,-151.7793,-12.67404
0.0139600,-152.0202,-12.72303
0.0139700,-150.8430,-12.65212
0.0139800,-150.4424,-12.73244
0.0139900,-150.8038,-12.63898
0.0140000,-149.5351,-12.75225
0.0140100,-149.2730,-12.62811
0.0140200,-149.5696,-12.71538
0.0140300,-148.7314,-12.58737
0.0140400,-148.1705,-12.58223
0.0140500,-147.8996,-12.72984
0.0140600,-148.3823,-12.58218
0.0140700,-147.6229,-12.74100
0.0140800,-146.6544,-12.74162
0.0140900,-146.7886,-12.67050
0.0141000,-146.6344,-12.62504
0.0141100,-145.8382,-12.63568
0.0141200,-145.3885,-12.73220
0.0141300,-145.2298,-12.61803
0.0141400,-145.0073,-12.65332
0.0141500,-144.4339,-12.69277
0.0141600,-143.1265,-12.58447
0.0141700,-143.5835,-12.57424
0.0141800,-143.0603,-12.61169
0.0141900,-142.9300,-12.55950
0.0142000,-142.8298,-12.62984
0.0142100,-141.1870,-12.56547
0.0142200,-142.1299,-12.60179
0.0142300,-141.1635,-12.53840
0.0142400,-141.1361,-12.58786
0.0142500,-140.5848,-12.63226
0.0142600,-140.5777,-12.65759
0.0142700,-139.2855,-12.60670
0.0142800,-138.7563,-12.47190
0.0142900,-138.7169,-12.50613
0.0143000,-138.1038,-12.62034
0.0143100,-138.6497,-12.57052
0.0143200,-137.2792,-12.62726
0.0143300,-136.7474,-12.63510
0.0143400,-136.9077,-12.48857
0.0143500,-135.6989,-12.61420
0.0143600,-136.5829,-12.47049
0.0143700,-135.5032,-12.52059
0.0143800,-134.7585,-12.44095
0.0143900,-135.3449,-12.44329
0.0144000,-134.3783,-12.49086
0.0144100,-134.7847,-12.45474
0.0144200,-133.4969,-12.47810
0.0144300,-133.1399,-12.42202
0.0144400,-133.7910,-12.41458
0.0144500,-133.1646,-12.53595
0.0144600,-132.1274,-12.52539
0.0144700,-131.5592,-12.42707
0.0144800,-131.3902,-12.36443
0.0144900,-131.5291,-12.45371
0.0145000,-131.2160,-12.46034
0.0145100,-129.9383,-12.42849
0.0145200,-129.9463,-12.49664
0.0145300,-129.1513,-12.45045
0.0145400,-129.9610,-12.38876
0.0145500,-128.8798,-12.43098
0.0145600,-128.6687,-12.45288
0.0145700,-128.6344,-12.29540
0.0145800,-128.0316,-12.37167
0.0145900,-127.6570,-12.42215
0.0146000,-127.5150,-12.44873
0.0146100,-126.3056,-12.41089
0.0146200,-126.5534,-12.35410
0.0146300,-126.1514,-12.41004
0.0146400,-126.2474,-12.22515
0.0146500,-125.0488,-12.29268
0.0146600,-124.5532,-12.32561
0.0146700,-124.7518,-12.38065
0.0146800,-124.1409,-12.32500
0.0146900,-124.3642,-12.26350
0.0147000,-123.5881,-12.21998
0.0147100,-123.4445,-12.22281
0.0147200,-123.4063,-12.19364
0.0147300,-122.4840,-12.28638
0.0147400,-121.8514,-12.13792
0.0147500,-121.5164,-12.18910
0.0147600,-120.9784,-12.16050
0.0147700,-121.3442,-12.20347
0.0147800,-120.6938,-12.12811
0.0147900,-120.3659,-12.18003
0.0148000,-120.0094,-12.05363
0.0148100,-119.1476,-12.06400
0.0148200,-119.3768,-12.10590
0.0148300,-118.4866,-12.17233
0.0148400,-118.7602,-12.17103
0.0148500,-117.7949,-12.03675
0.0148600,-117.1239,-11.94772
0.0148700,-116.3973,-12.05089
0.0148800,-117.1196,-11.98278
0.0148900,-116.8189,-11.93329
0.0149000,-115.3783,-12.06191
0.0149100,-114.6495,-11.91427
0.0149200,-114.2991,-11.89812
0.0149300,-114.7685,-12.02872
0.0149400,-113.8194,-11.95428
0.0149500,-113.7471,-11.92681
0.0149600,-113.6404,-11.81098
0.0149700,-112.3562,-11.88543
0.0149800,-111.9873,-11.83272
0.0149900,-112.5513,-11.82221
0.0150000,-112.3013,-11.85897
0.0150100,-110.5486,-11.79999
0.0150200,-111.5451,-11.84173
0.0150300,-110.6923,-11.79882
0.0150400,-109.9052,-11.75504
0.0150500,-109.6543,-11.74788
0.0150600,-108.8920,-11.68467
0.0150700,-107.9542,-11.66367
0.0150800,-108.4285,-11.60536
0.0150900,-107.1588,-11.68497
0.0151000,-106.6270,-11.65142
0.0151100,-107.0073,-11.63075
0.0151200,-106.5048,-11.63759
0.0151300,-105.5117,-11.46895
0.0151400,-105.8450,-11.51520
0.0151500,-104.9386,-11.52622
0.0151600,-103.9044,-11.40007
0.0151700,-104.4660,-11.37235
0.0151800,-103.8889,-11.45023
0.0151900,-103.1835,-11.28667
0.0152000,-102.1595,-11.41835
0.0152100,-102.2784,-11.34627
0.0152200,-102.0244,-11.37161
0.0152300,-101.1329,-11.22013
0.0152400,-101.3470,-11.18740
0.0152500,-100.4024,-11.14776
0.0152600,-99.2042,-11.24515
0.0152700,-99.1297,-11.18827
0.0152800,-98.7985,-11.18702
0.0152900,-97.8614,-11.00573
0.0153000,-97.4032,-11.13914
0.0153100,-96.5594,-11.02354
0.0153200,-96.1523,-11.08260
0.0153300,-96.2165,-11.01522
0.0153400,-95.2112,-10.88174
0.0153500,-95.6177,-10.96490
0.0153600,-93.6738,-10.83415
0.0153700,-93.3506,-10.82349
0.0153800,-92.8505,-10.82628
0.0153900,-92.8462,-10.73863
0.0154000,-92.2651,-10.68983
0.0154100,-91.7513,-10.73255
0.0154200,-91.4488,-10.73574
0.0154300,-90.2561,-10.54656
0.0154400,-90.5477,-10.48450
0.0154500,-89.7197,-10.45832
0.0154600,-88.3523,-10.48261
0.0154700,-87.3074,-10.39832
0.0154800,-87.8424,-10.41588
0.0154900,-86.1711,-10.29723
0.0155000,-86.8204,-10.29029
0.0155100,-85.2183,-10.37751
0.0155200,-85.2729,-10.21396
0.0155300,-84.7084,-10.15733
0.0155400,-84.0686,-10.13128
0.0155500,-82.6049,-10.18314
0.0155600,-82.3899,-10.01602
0.0155700,-82.0748,-9.97952
0.0155800,-81.9092,-9.91551
0.0155900,-80.9093,-9.95729
0.0156000,-80.2686,-9.79922
0.0156100,-78.7637,-9.79152
0.0156200,-78.1104,-9.69791
0.0156300,-77.2452,-9.72532
0.0156400,-77.3777,-9.79784
0.0156500,-76.5961,-9.57706
0.0156600,-76.3489,-9.70368
0.0156700,-74.5469,-9.47752
0.0156800,-74.4950,-9.58102
0.0156900,-73.9317,-9.46113
0.0157000,-73.4485,-9.46936
0.0157100,-72.5679,-9.34834
0.0157200,-71.4726,-9.22487
0.0157300,-70.4677,-9.30112
0.0157400,-70.6605,-9.27827
0.0157500,-69.4828,-9.09012
0.0157600,-68.5027,-9.02359
0.0157700,-67.7261,-9.13052
0.0157800,-66.8554,-8.90045
0.0157900,-66.0979,-8.90774
0.0158000,-66.1115,-8.88731
0.0158100,-65.0484,-8.86910
0.0158200,-64.8949,-8.82164
0.0158300,-64.0472,-8.69967
0.0158400,-63.4284,-8.58095
0.0158500,-62.5961,-8.59672
0.0158600,-60.9362,-8.43924
0.0158700,-60.9187,-8.39059
0.0158800,-60.0465,-8.46312
0.0158900,-58.5483,-8.26782
0.0159000,-58.4206,-8.36492
0.0159100,-57.4208,-8.33208
0.0159200,-57.2190,-8.22522
0.0159300,-55.9080,-8.11207
0.0159400,-55.2747,-8.12689
0.0159500,-54.6599,-8.05766
0.0159600,-53.8937,-7.85649
0.0159700,-52.5722,-7.95951
0.0159800,-51.8671,-7.79369
0.0159900,-51.6256,-7.76511
0.0160000,-50.5218,-7.78411
0.0160100,-48.8483,-7.63592
0.0160200,-48.5516,-7.62625
0.0160300,-47.5946,-7.46758
0.0160400,-47.8212,-7.36726
